	11
４４３	1
淌血	2
布宜诺斯艾利斯	20
宣布	618
新英格兰	1
拥挤不堪	2
１１２００户	1
回收	43
际遇	1
衣冠不整	2
西康铁路	7
加拿大维多利亚大学	1
苏斯洛夫	3
樵	3
李建辉	1
饰物	3
一百四十四点五零日元	1
曼索阿	1
首战告捷	2
引自	1
６４所	1
帮厨	1
亚运会	56
９３０亿美元	1
诸侯	14
过堂风	1
千层	5
彤彤	2
六千余行	1
逐鹿	4
文庙	2
新宁县	1
语法	44
牡丹江	5
排遣	1
才能	38
１９８５个	1
工业基地	6
眼泪	40
广州工程公司	1
皇姑井村	1
科学技术办公室	1
４３万公顷	1
刘彦彬	33
乐华	2
异端	3
二十八日	17
白沙瓦	1
溅落	3
面试	7
回敬	1
民意测验	6
烷	4
深谋远虑	1
过路	4
使用权	32
一大半	4
三湾村	1
８００多名	3
９０公里	3
２分１４秒８０	1
指挥棒	4
膳食	8
伊拉克自由电台	1
劳保	2
今年６月初	2
共青团第十三届中央委员会	1
座上客	1
６０００立方米	1
语气	9
坏疽	1
高材生	5
坎昆	2
缘	29
铸钢	1
６７０名	1
疗养院	10
年资	1
本地人	1
三类	13
１９９３年５月１６日	1
第三局	8
荣耀医院	3
诸位	2
马思忠	2
摄制组	7
学业	20
贮藏	5
飘带	2
第三届	27
上海交通大学研究生部	1
果敢	4
费正清	1
暴涨	6
李淑菊	2
慌里慌张	1
河南省司法厅	1
４４２	2
国家旅游局	5
部分	641
海狮队	8
墙布	1
曼奇诺	1
语汇	2
热流	1
蓄	14
脚下	55
挞伐	1
意趣	4
一个样	8
古拙	3
美工	1
城	252
学习	1804
如愿以偿	12
１１号	13
回旋	8
商品粮	7
玄武门	1
回族	21
萨洛尼卡	1
丁刚	2
扮演	34
肯尼迪	2
１９９８年５月５日	2
耿刘同	1
百战百胜	1
见解	35
北戴河	39
望眼欲穿	1
黑色幽默	1
那种	141
脚丫	1
人权委员会	1
３０多万册	1
护持	1
古阳关	1
孪生兄弟	4
阴影	21
全加城市联合会	1
匿名	3
前８名	4
１１发	1
１９９９年	52
睹	13
青岛海尔股份有限公司	1
李伯谦	1
报道	1545
周国平	1
护路	3
淫威	3
山东三箭集团	1
高陵县	1
扭结	3
切尔米斯	2
今年４月１７日	1
疗程	7
中共十三大	1
达尔文	1
芭比	1
吉林省野生动物保护协会	1
茂林	3
南川县局	1
竹园镇	2
广东男	1
脚尖	2
中山区	1
虚怀若谷	4
菲娜西	1
绍棠	11
晚上１０时	1
好处	89
龙南县	1
北旅	1
２９万门	1
自满	1
外经贸部	15
保康县纪委	1
司法独立	2
阿纳尼	4
打球	5
卡尔德隆	1
女子曲棍球队	1
今年首季	3
礼	28
专家咨询委员会	1
青年人	29
裕华公司	1
翁鹤芳	1
探索	309
２４亿美元	2
１８元	1
无端	14
青出于蓝而胜于蓝	2
亿年	2
南粤	1
烙印	4
１万辆	5
周国志	1
丝光	1
锄头	8
跟	174
合情合理	3
有点	72
摇旗呐喊	1
国务院学位委员会学科评议组	1
赵连勤	2
年画	3
紧跟	11
潘恒惠	2
拍手	3
热泪	14
个体户	23
展览	222
拍打	3
飘忽	3
国家证监委	1
捕风捉影	4
饼	15
掀	7
蠹	1
孟秀云	19
乡招待所	1
拉萨分赛场筹委会	1
一九一五年	1
菱花技工学校	1
支着	1
热气	3
储油	4
义务教育	35
写照	15
载客	11
上膛	1
救济粮	6
１９９７年１月１日	1
８０米	2
四十七所	2
无稽	1
缴款	1
浓厚	37
弊政	2
锌厂	1
来龙去脉	5
预备役通信营	1
车流	6
林肯	1
售货员	4
学会	6
全国人民慰问解放军代表团	1
下岗职工义务咨询站	1
变为	57
３３５０万	1
乌尔马尼斯	1
拘役	1
参数	8
华中电网	1
柞水县	1
表里不一	1
桃源	2
过火	1
螺蛳	2
洗脸	2
报酬	31
急性子	1
宝剑	2
姚保国	1
日本北海学园大学	2
二云居士	1
香港驻日本经贸代表部	2
阿坝	1
乡规民约	1
十八年	2
１１０个	2
枯枝败叶	1
９１亿元	1
无穷	29
男儿	11
有说有笑	3
４０００余例	1
军事医学科学研究院毒物药物研究所	1
第一监狱二中队	1
艾科网络队	1
北京城建集团	3
专案审查委员会	3
王清华	1
倪绪保	1
社会分工	3
佳木斯龙孚集团墙体材料厂	1
１０３名	2
瓶颈	17
旷野	5
扬鞭	1
下月４日	2
阵式	1
徐步青	2
哪里	110
弱冠	1
赞比亚	18
湖北松木坪电厂团委	1
美洲风暴篮球队	2
十二万种	1
５００公里	6
参政	8
饥民	2
学位	76
３６６３万元	1
片面性	12
一一	43
人民日报出版社	3
一万	11
山东省乡镇企业轮胎检测中心	1
古香古色	1
芯片	57
一下	142
会集	1
北京大源非织造有限公司	2
中共费县县委	1
入口	14
１４项	7
履历表	3
坎特	3
广播	49
高新技术产业开发区	6
厂阀门制造部	1
００年	1
随时	89
沛	2
５０００种	1
启发性	1
刘鹏	2
贵州裕华实业公司	1
卓刀泉	1
廊坊市人大	1
血泡	1
一两	2
 今晚	1
一个	4739
电荷	1
排队	23
纪馨芳	1
谅解	23
１６０张	1
目睹	35
２０万亩	2
几首	3
打猎	5
 中央部委	1
２０００万张	1
伉俪	2
三章	2
二百六十多个	1
一举	48
坚忍	3
作答	3
中国共产党中央委员会	4
采访组	4
２８００万人次	1
业内	20
４２元	1
逐项	7
美学	37
官道沟	4
排除	64
斑鸠	1
１２７５万亩	1
西张镇	3
蒙特雷国际研究所	1
４月３０日	13
声誉	34
客船	8
贝克	7
一九	1
总的说来	2
目眩	3
镣铐	1
句	267
６５亿瑞士法郎	1
福州国际会展中心	1
客舍	1
菲律宾	141
青马影城主题公园	1
人证	1
拯	2
横流	7
１０００多件	1
美孚	3
膀胱	2
变位	1
人行道	13
北京市京剧	1
１９９７年４月２５日	1
张中孝	1
１０００多份	1
多此一举	1
预想	11
竿	2
７月１７日	20
１０００多万	3
宛若	3
毛渠	1
７０１万亿日元	1
法国道达尔公司	2
文明委	1
预付款	2
七八千元	1
周章喜	1
一二	6
应接不暇	2
人质	7
天竺	1
众所周知	13
阶段	521
一五	3
美国海盗号空间探测器	1
英国米里肯公司	1
就诊	8
说唱艺术	1
儿童	553
绣制	2
天津艺术学院	1
电流表	3
多伦多	12
储存	27
陈雁	5
偷逃	7
游击队	30
欺压	7
汉堡包	2
就读	17
一亩	11
弱国	1
抒写	7
越南军事代表团	1
勒布朗	1
计划单列市	4
退钱	4
５７亿美元	2
第六位	6
坚强	74
藏学	9
刘卫宏	1
三百二十万	1
雅达夫	1
丑行	2
乌克兰	67
十八处	1
国家选举委员会	1
活脱	2
排雷	1
教训	109
１０秒７６	3
１９４０年２月	1
中央美术学院中国画系研究生班	1
雌	14
成银生	1
百万分之一	1
功耗	3
声言	2
中治委	1
轰隆	3
汪汪	2
固原县民族师范学校女子师范班	1
生物大分子国家重点实验室	1
赶时髦	2
火药库	1
亚洲羽毛球联合会	1
参战	7
字面	2
一代	187
１０秒７１	2
游行	101
爬坡	3
青岛海尔集团	1
拨打	5
伏案	3
斯洛伐克国家美术馆	1
品目	1
悦	1
萨乌德	1
熙来攘往	2
一件	201
诧异	2
就让	14
品相	1
触犯	9
６１０	1
千仞	2
今年３月１３日	2
８１３名	1
３４００万埃居	1
每年一次	2
９０００多人次	1
可憎	2
生产性	7
营建	1
１０００多例	1
１１吨	1
以岭医药集团	1
录入	1
有益	85
粮农	2
右倾机会主义	2
林	223
１９７９年	29
一伙	12
农业银行	6
第八次	17
三篇	4
华容县	1
胎盘	1
丑角	2
陕西省民政厅	2
长篇大论	1
１０７０多万张	2
面貌	82
勒罗伊	2
燃点	1
全国爱国卫生运动委员会	1
北京市公交总公司	1
贲	1
出租车	62
５３３项	1
由表及里	4
图卢兹	5
马赛洛	1
福图纳托	1
复兴商业城	1
诱惑	38
湖北人民出版社	2
况钟	12
明星队	1
无所不包	2
２３００万平方公里	1
研究	1804
云游	2
１２０多万	1
１１０亿美元	1
一体	107
不择手段	5
中国空军	1
车流量	6
海淀区	6
１９６９年７月２０日	1
签订	192
７月８日	28
有的	825
银鱼公司	1
破伤风	3
拍摄	112
游览	35
家喻户晓	15
稀释	3
１２０多个	3
北大西门	1
经过	753
招人	2
刚果队	2
八十吨	1
亚洲排球联合会	1
香港经贸代表团	1
北人	1
薄雾	2
马书林	1
三箭	4
绮丽	1
打牌	5
三管	1
声讨	1
回扣	33
荒郊野外	1
三五天	1
１０至２０倍	1
回执	2
１９６３年５月２５日	1
听者	1
血浆	12
云贵高原	9
扫射	4
窖	10
央金卓嘎	1
从来	79
三等	28
预感	5
６００多架	1
于鑫	1
重庆市经委	1
赶得上	1
公安县委	1
顽固派	4
问	345
３８公里	1
井陉县	9
市公安局	4
财院	1
杳无音讯	1
一侧	13
话音	6
６７公里	1
２００５年	8
柬埔寨国防部	1
６７日元	3
五届人大	1
面谈	3
１９９５年年中	1
西米奇	1
钥	1
长江滨江路	1
熊熊	5
铜墙铁壁	2
不来梅体育馆	1
６１岁	2
惘然	1
回报	61
成都铁路运输法院	1
词句	3
减小	5
从未	64
天外有天	2
榆树市	1
沃恩斯	2
汪海	10
目的	330
１２７６	1
第六个	1
广元火车站	1
温州１１０报警台	1
黄旗镇	1
乘胜	3
几页	1
年率	5
春雷村	3
几项	17
２００艘	1
１６点	1
三月三十一日	2
豫剧	5
遍体鳞伤	1
挺立	20
广州军区	6
赃款	3
重整旗鼓	1
普天同庆	1
中韩议员友好协会	1
红四军	2
一溜儿	2
帕塔亚	1
许塞尔	7
朝鲜中央选举委员会	2
１０００至３０００吨	1
杨拉绪	1
绞刑	1
电话会议	13
面目一新	1
未能	115
１３００万	1
内蒙古军区	6
突尼斯证交所	3
云海	11
漆	8
７１周年	1
１０例	1
废液	1
拍电报	1
大屿山	3
一九九五年末	2
刻苦	51
吉林省戏曲学校	3
误人子弟	1
硬着陆	1
保佑	5
有病	11
谜	16
民族联合阵线	1
中国自动化学会智能自动化专业委员会	1
晋察冀军区	1
陕西超群有限公司	1
３０多眼	1
弦	11
江阴长江公路大桥	2
塔里木油田	1
通辽公安处	1
中药材	9
自成一家	3
俄驻拉使馆	1
１９４３年５月	1
中华环保基金会	1
科索沃警察厅	1
湖东乡	2
沭阳县委	3
防务与安全机构	1
宾馆	43
丁图	2
书法家	21
３９元	1
杀人犯	3
阳高县公安局	1
刘金华	1
１９９７年１月８日	1
悬赏	3
小商小贩	1
电脑	432
李庆安	1
东亚马孙	1
布莱德	1
相邻	11
预算局	1
寡不敌众	1
美好	128
谭惠珠	1
萨法里尼	3
拍板	8
桃子	2
夏衍	1
圣彼得堡	2
洒泪	1
潘天寿	6
２７０２万吨	2
罗曼	5
狼子野心	1
蔡方柏	2
北航食	13
停薪	1
萧山红十字会医院	1
青年共产国际	8
７０９５元	1
中国电信	7
政	73
瓷	10
投资者	155
７万亿里拉	1
中国藏学家代表团	3
茉莉花	3
霓虹灯培训中心	1
今年２月２３日	1
洒水	2
冻害	1
２２００万元	3
连锁店	17
教学相长	1
傲然挺立	1
杂木	1
永乐乡	1
祖宗	4
长清县公安局	1
羞羞答答	2
牟取暴利	6
进餐	5
娇柔	1
监护	12
活学活用	1
９万多亩	1
牛得草	3
好几天	2
漫山遍野	3
精瘦	1
少年漫画	1
而立之年	5
阿莱曼	4
美军司令部	1
宝地	8
２０万亿日元	1
石化集团	1
华大戏剧系	1
秋后算账	1
相遇	40
微电脑	1
美妙	22
广昌	1
由此及彼	2
药费	2
入党	56
１９０公里	1
立脚	2
无缘	18
小汤山镇	5
肩章	1
四五家	1
口传	1
江门海关	1
解放军总政合唱团	1
尖草坪分局刑警队	1
血清	5
无罪	8
国际主义	1
釜山商工会议所	1
徐庄村	2
血渍	1
就要	175
路霸	2
彭泽县	2
随机	7
科学技术	164
拘	3
社区家电维修服务社	1
智能机器人	1
新德里	49
鹤峰	2
１１	194
１０	300
１３	184
１２	191
１５	267
１４	190
文娱	6
１６	176
１９	174
节俭	6
相送	3
台湾丰群集团	1
鸟兽	1
张德铨	1
相通	16
有用	26
四川西部投资俱乐部	1
数万公里	3
曾黎明	1
瘫痪	14
泸河橡胶科技研究所	1
２０万元人民币	1
储备	78
阿拉善盟算井子边防派出所	1
灭顶	1
华韵艺术教育发展中心	1
张口	3
国际太空俱乐部	1
鞋	77
１８４５６米	1
五个一	3
千处	1
沃尔丹塞	3
普罗多波波夫	1
金钟焕	1
卡奥沃斯公园	1
三种	38
围棋	52
软硬件	5
６１席	1
命中	7
游记	6
中国国务院	9
要义	3
无线	16
邓屯乡	2
俄罗斯外交部	10
同创	13
交通工具	9
环顾	1
用水量	2
９０余件	1
罗马	48
粹	3
墨西哥城环境保护委员会	1
师承	3
乘船	8
弗朗索瓦	2
紧要	4
于庆丰	1
扶风县	2
北大红楼	1
１０８９次	1
１米８３	1
贝利	11
法语广播	1
南达科他州	3
三百一十三间	1
１９９８至１９９９年度	2
阿南史代	8
８００万亩	1
臊	1
十家	3
３月２５日	5
凝望	8
爱心社	1
绑	8
执罚队	5
建设性	81
仗义	1
廖晖	10
涉猎	12
从新	1
词典	16
疾苦	22
跤	4
悬	15
升级换代	7
张学津	1
搅动	2
１４万元	1
河北省	112
大王	19
业务	559
广柑	1
村福利院	1
２５平方米	1
螟虫	1
便	644
范考夫	1
普通劳动者	1
早班	1
２分０１秒４８	1
基督教	1
红海油田	2
今年２月７日	2
庞大	57
文字	97
定日珠峰宾馆	2
蒙骗	1
者	1463
三乙	3
全区精神文明指导委员会	1
阶梯	3
道破	1
一百七十个	1
隔阂	9
监控	49
经贸	249
１５周岁	1
扫帚	12
６４枚	2
宝嘉	1
６亿个	1
电能	14
大书特书	1
戴帽	1
洒洒	1
嘶哑	1
康柏	2
江苏捷达摩托集团	1
千手堂	4
友邦	1
报销	15
飞动	3
文学	347
会长	137
布泽克	1
刹	18
孙孚凌	1
额济纳旗	1
伦敦证交所	2
长安商场空调销售中心	1
衰竭	5
鞍山市中心医院	2
１８６５年	1
云河	2
１１７３	1
温宗仁	1
菲律宾外交部	1
故宫博物院	6
坐冷板凳	1
第三天	13
西藏自治区党委	2
青岛国货	1
命令	66
４２０９	1
七十多部	1
研磨	1
倾斜度	1
佛	17
霍英东	4
有理	9
节令	1
丁肇中	4
东营军分区	2
导语	2
放射性元素	1
回想	18
埃雷卡特	11
金融资本	5
掺杂	5
宏伟	54
张黄镇	1
求新	5
雕饰	1
嘎达梅林	1
阿森纳俱乐部	1
亲代	1
始终不渝	6
籽	11
１２亿日元	1
头功	1
第三团	1
西宁特钢	1
南斯拉夫政府代表团	1
春暖花开	3
１１天	2
峰峰矿区	1
四川有线电视台	7
催化	8
１１头	2
出使	2
槐香园	1
说了算	9
边框	1
爱尔兰议会	2
厚道	4
独揽	3
天津泰达足球俱乐部	1
诬陷	2
北人出租公司	1
福州国税局	1
１０４周年	1
王村	1
阿迪萨	1
冲凉	1
活跃	77
３９１	1
赢得	206
３９７	1
花序	1
３９５	2
第二十个年头	1
面膜	1
李华盛	1
傻	14
古哈尔	5
经济法	2
业已	38
刘国正	2
盖鲁伊	1
入微	9
４８７５万元	1
９亿	15
鸽业协会	1
一季	1
４２个百分点	1
淳佑	1
３微瓦	1
下岗职工子女素质教育培训班	1
１６００名	4
８６万元	4
１９５０年末	1
曲阜市	1
其它	179
苏味道	1
几间	6
翻越	3
安诺设计公司	1
南四湖	1
２６７０多架	1
三皇	3
１９６９	1
五十年代中期	5
宣告	49
山东画院	1
００分	1
１９９２年１月４日	1
帐幕	1
３５００亩	2
民主党派	27
１６００吨	1
丹戎	3
家里	186
沈阳市电缆厂	1
东帝汶	13
５２起	1
秦公大墓	1
回潮	5
１９６５	3
６１元	1
出众	8
今年７月３日	1
宗派主义	4
去年５月	18
塞尔维亚	29
首战	12
作曲家	5
迎面	12
钟怀生	1
一九四	1
越共八大	1
吓	15
浓墨	4
３２颗	1
年终	13
东方红一号卫星	1
但愿	27
排骨	1
文告	2
菩萨	3
２６８万	1
贾庆林	12
科学技术部	11
潘贤娣	1
鳟鱼	1
中国足球队	5
三百	4
叫真	3
天文望远镜	1
署长	17
齐心合力	2
张友新	8
闻喜	1
开元区	1
哥伦比亚号航天飞机	1
今年４月	58
成思危	14
１９９７年１２月５日	1
拆迁户	2
刑事辩护指导小组	1
勃然	1
２０年代	2
打翻	2
数百万元	7
化隆回族自治县	1
药草	1
章琦	1
茂名南路	1
桂林市国税局	2
东北美专	1
未竟	1
精确	20
盖鲁依	1
大理市	2
第１２分钟	2
鲁美	20
杨汝岱	4
岗哨	2
里庄	10
血性	1
剧	124
常驻	21
亚太总部	2
每个人	57
去年１０月末	1
碰壁	6
年纪	24
社会主义社会	9
扫兴	1
年级	16
中医师	1
巨宝村	1
５０亿埃居	1
贝尔	1
客车	7
１９６４年底	1
露希拉	2
慢性病	9
林言	4
天津工人报	1
客轮	6
讥诮	2
戏院	1
罗贤良	1
强巴	1
４９厘米	1
忌日	1
三三四	1
寄存	2
渴盼	1
制式	6
卡尼工业区	1
杨金秀	1
闻听	1
陡壁	1
出乎	8
日内瓦	37
存贮	2
５０００瓶	1
王世林	1
存货	2
工人日报	3
欧文	19
信息化	43
长葛市	6
拳术	3
朴	4
涂谨申	1
３０３万	1
晏廷爱	2
存贷	3
闻名	41
八百三十六	1
肖厝党工委	3
焦作市	6
维尔维埃	1
１０月１日	1
万家	1
５０８６对	1
舍	19
入座	1
马列主义	42
暴晒	2
茶饭	3
头发	32
跟随	12
偶氮染料	2
樊美筠	1
十二团二十三连	1
３４７场	1
诗	163
郭秀珊	1
海洛因	28
以南	20
八仙过海	4
樱内义雄	1
美国时间１９９６年７月１７日	1
某人	6
多变性	1
连任	18
熙攘	1
哩	14
头号	15
日喀则市委	1
惠台乡	1
部委	50
三盛公	1
概括	79
化学武器	30
曲景涛	1
巴雷罗	2
成都军区后勤部	3
利港镇	1
监测	108
联邦银行监督局	2
出丑	2
入库	17
融通	8
朝阳路	1
厚重	21
林孔	1
西班牙皇家马德里队	2
厄立特里亚	33
４２岁	8
顺义牛栏山粮库	2
从此	115
桃花源	1
式	352
上影	1
２２亿美元	5
十八吨	1
赔罪	1
出任	80
催办	1
聚精会神	3
出价	5
寄寓	1
１４门	1
上海自力食用纯水厂	2
豌豆	4
不闻不问	3
拉普派	2
脸谱	4
游荡	4
茶馆	24
邦	16
泥鳅	2
马赛总领事馆	1
２００公顷	2
阿尔列西阿娜	3
李京广	1
枝枝节节	2
曲阜	3
郭思达	1
客运	43
十八名	4
男子	141
纺	5
浓妆	1
竹林总公司	1
拉蒂娜达	1
入席	2
宝塔	2
５０００万人次	1
特务连	3
预测	123
一清二楚	1
出产	4
楚大	1
参演	2
里德	7
亚什旺	2
美国	2602
挺直	4
脱身	3
第三场	7
７０７９	1
三百六十五日	1
１６６９元	1
出于	62
花炮	2
龙潭	3
三眼	4
精神	1374
出事	16
二班	5
米老鼠	2
三六九等	1
四万亩	2
治家	1
第十八任	1
刀耕火种	2
富平县庄里粮站	1
占压	1
叔侄	1
专家门诊	2
郭虹	2
叼	4
武警梧州市支队	1
鹤发	1
会风	2
任晓明	1
美国陶氏化学公司	1
千名	15
天蟾舞台	1
宝宝	3
１１月１４日	1
６２项	3
男士	10
半个钟头	1
立足	70
５０００多米	1
粗心大意	2
砖雕	1
去年９月１１日	1
男声	1
侍奉	1
门墙	1
联合国国际难民署	1
粮库	6
北京索乔汽车用品有限公司	1
罗静	1
粮店	1
１２４万元	2
暴政	1
二十一个	1
王哲人	1
里层	1
苗地	1
魁梧	4
五万多平方公里	1
协和广场	5
十时二十分	1
泛美航空公司	1
１５万辆	2
战马坡村	1
１７７６元	1
牛角湾	1
获救	2
电路	22
构架	1
挥笔	6
坚冰	3
作用	1129
坚决	316
龙泉	2
滞留	14
阎妮	1
罗霄	5
要不是	7
荆	2
３７岁	8
酒饭	1
四十多种	1
种	465
云霓	1
吉卜赛	1
剐	1
叨叨	1
噘	2
且末县	3
回流	11
稀植	7
２１部	1
金山软件公司	1
白恩培	1
保修	12
电费	25
９０３３	2
油田党委	1
四通利方公司	1
八届	3
番	42
乘车	21
日中文化交流协会	1
只当	5
支线	4
万维网	2
下岗职工汽车美容培训班	1
１个小时	2
磷	20
中国青年志愿者协会	1
赛场新闻中心	1
２卢布	5
中州铝厂	1
称雄	6
万念俱灰	2
讲学组	2
第三周	1
２４座	1
生产方式	20
倏忽	4
１１家	6
上古	2
跃跃欲试	7
清成哲也	1
大半天	1
飞往	26
列祖列宗	1
波拉尔	8
云霞	1
零零碎碎	1
北师大历史系	1
形象思维	2
藏药研究所	1
存身	2
大半夜	1
５００多篇	1
苗乡	7
公路桥	8
５０５	1
只得	32
主修	2
聪明	34
第１００号	1
豁然	3
蛙声	4
磨刀	2
邮戳	2
国家集训队	3
中共华东局	2
云霄	4
美国国会代表团	1
高薪	11
试图	55
假象	2
柳传志	3
７１起	1
美不胜收	4
红一团	1
援助	192
５０多位	4
作痛	1
主人公	23
月山车站汽车运贸公司	1
前所未有	56
全国信息产业商会	1
晴好	2
坂子矶	1
褚时健	4
龙江	1
省优	3
瓦加斯基金会	1
余卓成	8
五龙山	1
萨哈夫	2
栋梁	7
７８５条	1
洗衣	14
众院	3
英国劳斯莱斯汽车公司	2
梯级	7
第三名	30
蕴涵	3
煤炭工业	2
西藏自治区	27
１９９４年年底	1
装聋作哑	1
汤圆	1
薄饼	1
飞快	4
黑山自由联盟	1
下午７时	2
证件	22
６月２７日	26
４１５９米	1
强将	6
腊肉	4
见老	1
张宝贵	2
２５０万元	10
１９８６年１月	1
有戏	2
７９３７	1
律令	1
罗比塞克	1
二十日	9
淮海中路	1
分会	2
泡饭	4
政治系法学班	1
船壳	1
２７００万元	1
润滑油	2
郭岭峨	1
５０００盆	1
画具	3
语料	1
土耳其土中友协代表团	1
斟	3
胆量	4
凶杀	7
１７８００多户	1
停电	14
马德里队	1
美名	3
 当	1
梁丽	1
大连万达足球俱乐部	1
报馆	1
袭	15
患者	183
跳水	36
智囊	2
糖尿病	32
答词	1
４０７１所	1
今年７月底	1
精简	40
亚行理事会	1
省份	13
５０多亿	1
杨汛桥镇	1
蟠龙湖度假区	1
客货	10
转送	3
都都	1
４８０亿卢布	1
２４万锭	1
阶	2
郭蓉	1
触角	12
停留	51
独联体国家元首理事会	1
顺访	2
乙肝	42
事不宜迟	2
产业化	196
戴勇	2
美味	19
中国通	1
延安大学	1
现代史	5
雄性	5
烽烟	3
存车	1
妙趣横生	5
２３项	2
芦淞区	1
征地	17
柳	18
疑团	2
中国香港邮政总署	1
士兵	52
统购统销	1
弗拉基米尔	3
固镇	1
４２年	2
３万多元人民币	1
欧洲央行理事会	2
栏目	46
樊仁富	1
宁武镇	1
谅	4
议会制	3
５０多万	4
八九成	1
中国国家环境保护局	1
湖北	114
文坛	21
刚正不阿	4
汉寿县	3
小巷	12
男女	62
中国铁路关心下一代工作委员会	1
知识经济	254
预算内	24
几十朵	1
五六个	2
星球	22
丰满发电厂	1
李丽静	1
公安县金狮饲料厂	1
宠	3
投稿	16
青春期	7
接二连三	2
首映式	4
５０多个	13
国家自然科学基金委员会	2
一望无边	1
１６４５年	2
华阴市新光节能灯具厂	1
梁武帝	3
热水器	28
悲	15
负增长	44
催动	2
伦理学	3
爱尔兰共和军	2
七十公斤级	2
拉兹洛	1
肯尼迪学院	1
攻防	6
滑石	1
南大西洋	1
回目	3
青少年科技活动中心	1
正大	1
筋	5
种子选手	2
品种	222
３００余家	3
前门	1
４角钱	1
哈尔滨工业大学	3
童谣	14
面色	3
莱里达市	1
特委会	6
一个晚上	2
刘国梁	18
烽火	11
４３万公里	1
星期日	10
６３００	1
５００多元	1
险	79
１公顷	1
世界观	54
奥利	1
南半球	2
上海普陀公安分局	1
群星	1
环保局	2
美国美仑	1
斯卡特	2
北露园１号	1
壕	1
回波	1
黄道生	1
麦克尔	2
浓密	2
斯米尔诺夫	1
收兵	1
精粹	8
曹辛之	2
阿肯色	2
美国陆军第１４航空队３７５轰炸中队	1
１２５公斤	1
瓦五公路	1
１４５个	2
挥洒自如	4
赢家	8
五四运动	7
欧盟部长理事会	3
州党委	3
广东检验中心	1
立论	3
迂回	2
海淀区少年宫	2
南京军区	2
延长	60
２１厘米	1
赵金玲	1
由衷	34
阴冷	3
北塞浦路斯土耳其共和国	2
７２岁	4
人物画	11
岔口	2
飞天	1
无疑	141
狼牙山	23
宁夏回族自治区贺兰县体委	1
货畅其流	1
９０个	2
砸	36
清凉寺汝窑址	1
其加达瓦	8
美化	22
７９门	1
只好	87
黄伊	1
第２２	1
听见	23
家门	21
致公党	15
适量	4
飞奔	4
听觉	5
拳手	1
二百八十五名	1
就范	2
松涛	4
山东省书法家协会	1
中央工艺美术学院陶瓷艺术系	1
阴凉	1
资本市场	33
２０５	1
障碍	80
１０３家	1
何俊仁	1
糊涂	22
２０４	2
呱呱	1
沙袋	1
罢	23
广泛	427
２０７	3
两亿兰特	2
许配	1
公出	1
朱棣文	2
亲历	11
几里	4
几重	2
省高院	1
轰鸣	9
女声	2
２７０亿元	2
大幅度	102
器乐	3
鸟语花香	5
深圳创维集团	1
电话	387
１９５１年	5
黄蔚堂	1
柬埔寨国家选举委员会	3
脉	10
无用	1
入学	29
批次	2
北京航空材料研究院	1
三版	3
淆杂	1
伊斯兰复兴党	1
抚摸	11
三万两千多户	1
便民商店	1
毫无疑义	3
朝	70
中国烹饪协会	1
宁国市医院	1
声色	1
一两里	1
助长	19
郑州市公安局	3
雨淋	2
除了	276
大众软件	2
莱索托民主大会党	2
赋予	72
打算	59
９０亿	1
陈桂棣	1
电镀	5
黑山军	2
天骄	2
耳	12
有罪	7
絮语	4
美西武术院	1
脏乱差	9
茶塘村	1
１万吨	6
有缘	9
大伟食杂店	1
位置	158
护航	1
大北直街	1
预案	2
４个月	19
藏文古籍出版社	1
无限期	3
１９９８年９月初	1
２６００余元	1
１８６１年	1
华东师范大学教育管理学院	1
３５４４０公顷	1
２７岁	3
资产阶级自由化	1
大半个世纪	1
裘恒	2
７０余万元	1
１２２８万元	1
１９９６年一季度	1
百分之三十八	2
家长	197
国防工业	1
糠	2
二千名	2
部属	6
排山倒海	1
拳拳	2
王殿平	1
７３６澳元	1
无则加勉	1
无畏	6
十二件	1
１３１个	1
淤塞	3
德国经济部	2
电讯	5
可能性	66
６亿多港元	1
华南分社	1
美发	6
湖南省湘潭钢铁公司建安公司安装二队	1
戈阳县	1
上海第二医科大学附属瑞金医院上海血液学研究所	1
１９９０年４月	1
１６００元	6
蕲春县广播电视局办公室	1
顺路	2
奥波莱市	1
征兆	3
汪巍然	1
杨茂贤	1
辽宁教育出版社	1
图鉴	3
５兆韩元	1
５００多米	1
９６０元	1
第三号	1
过节	10
刘家塔镇	1
飘	55
郭芝	1
徐匡迪	3
恣意妄为	1
天津今晚报	1
组画	1
转院	2
瞧	22
夹皮沟林业公司	1
潮阳市	3
彼得	10
念念有词	1
刘顺尧	4
征兵	13
德	167
６１名	2
唐国丽	1
花工	3
文凭	24
６月中下旬	1
围拢	5
二十一号	1
张彩彦	1
爆发	104
四五米	1
３２００亩	1
贾拉勒	7
找钱	1
几部	6
梁时民	2
血斑	1
广东肇庆分公司	1
金沙萨	2
尽责	3
黯然	4
数字控制	1
孙清芳	1
罚球	4
清一色	8
桑普森	3
龙马	1
嘉许	1
今年３月３日	1
喷射	2
贵州省国税局玉屏侗族自治县大龙镇分局	1
１１局	1
韧	3
龙潭湖	1
缙云山	1
淫	4
盛夏７月	1
馥郁	1
２７２０条	1
雅加达	14
保定市体委	1
支离	1
昌城镇	1
坚固	8
全国信息技术特别工作组	1
围护	1
１２４７８块	1
吸取	33
构想	48
柜门	1
作物	47
褚胜利	1
拨款	79
符福洲	1
１１０多万元	2
中东问题联合工作小组	1
